"index"	"name"	"continent"	"added_on_mm_dd_yyyy"	"link"	"application_deadlines"	"note_tenure_track_only_there_is_another_work_sheet_for_ntt"	"x1st_round_notice"	"email_phone"	"how_many"	"track"	"x2nd_round_notice"	"email_phone_2"	"number_in_2nd_round"	"track_2"	"comment_virtual_or_onsite"	"number_positions"	"offers_made"	"accepted"	"declined"	"who_took_the_offer_congrats"	"note_1"	"note_2"	"note_3"	"note_4"	"note_5"	"note_6"	"note_7"	"note_8"	"note_9"	"note_10"	"note_11"	"note_12"	"first_round_sent_percent"	"job"	"first_round"	"flyout"	"website"
"349"	"Illinois Wesleyan University"	NA	"10/31/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178967572&Title=Assistant%20Professor%20of%20Marketing"	"Immediately"	"we are especially interested in candidates who can teach courses in the following areas: Digital Marketing, Social Media Communications, Marketing Channels, Professional Sales/Sales Management."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"350"	"Gettysburg College"	NA	"10/31/2024"	"https://marketingphdjobs.org/job/13182/"	""	"Preference will be given to candidates with teaching interest in marketing research, marketing analytics, and/or social media marketing. The teaching load for the position will be the equivalent of five courses per academic year."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://marketingphdjobs.org"
"351"	"Carnegie Mellon"	NA	"10/30/2024"	"https://apply.interfolio.com/158348"	"12/08/2024"	"Senior Assistant or untenured Associate/ Review of applications will begin November 2, 2024. For full consideration, applications must be received by December 8, 2024."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://apply.interfolio.com"
"352"	"UT Permian Basin"	NA	"11/04/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178971092&Title=Assistant%20Professor%20of%20Marketing%20-%20College%20of%20Business"	""	""	"11/19/2024"	"Email"	"1"	"Quant(1)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"353"	"Central Connecticut State University"	NA	"11/04/2024"	"https://jobs.chronicle.com/job/37744854/assistant-professor-of-marketing-marketing/"	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"354"	"Rhode Island College"	NA	"11/04/2024"	"https://jobs.chronicle.com/job/37745114/assistant-associate-professor-of-marketing/"	""	"Teaching experience at the college level is desired; industry experience is also an asset but not required; $71,791 (Assistant) $82,559(Associate) $99,071 (Professor)"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"355"	"UBC Okanagan "	NA	"11/04/2024"	"https://ubc.wd10.myworkdayjobs.com/en-US/ubcfacultyjobs/details/Tenure-Track-Positions-in-all-Business-Areas_JR19036"	""	"$150,000 – $300,000; two (2) full-time positions; preference will be given to candidates with Entrepreneurship as a secondary research/teaching focus area."	"12/13/2024"	"Email"	"2"	"CB (2)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://ubc.wd10.myworkdayjobs.com"
"367"	"Eastern Kentucky University"	NA	"11/09/2024"	"https://www.higheredjobs.com/search/advanced_action.cfm?JobCat=47&PosType=1&PosType=2&InstType=1&InstType=2&InstType=3&Keyword=&Remote=1&Remote=2&Region=&Submit=Search+Jobs"	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"368"	"Northeastern University"	NA	"11/11/2024"	"https://tern.wd1.myworkdayjobs.com/en-US/careers/details/Assistant-Associate-Full-Professor-of-Marketing---Communications_R129359"	""	"Just posted again, 3 days ago; they got the funding; how AI and machine learning are transforming marketing practices and shaping media landscapes"	"11/20/2024"	"?"	"1"	"Quant(1)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://tern.wd1.myworkdayjobs.com"
"369"	"Michigan State University"	NA	"11/12/2024"	"https://careers.msu.edu/en-us/job/521090/assistantassociatefull-professor-tenure-system"	"12/08/2024"	""	"12/14/2024"	"Email"	"3"	"Quant (3)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.msu.edu"
"370"	"University of Miami"	NA	"11/12/2024"	"https://www.ama.org/listings/2024/10/28/university-of-miami/"	""	"This is a new ad (not the same as above). Hiring for quant - Advanced Assistant/Associate level"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.ama.org"
"372"	"The University of Akron"	NA	"11/15/2024"	"https://www.higheredjobs.com/details.cfm?JobCode=178981735&Title=Assistant%20Professor%20of%20Marketing"	"12/12/2024"	""	"12/16/2024"	"Email"	"1"	"CB (1)"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"373"	"Syracuse University"	NA	"11/15/2024"	"https://www.sujobopps.com/postings/107374"	""	""	"12/03/2024"	"Email"	"1"	"Quant (1)"	"??"	""	""	""	""	"1"	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.sujobopps.com"
"374"	"University of Mississippi"	NA	"11/15/2024"	"https://www.higheredjobs.com/details.cfm?JobCode=178980639&Title=Assistant%2FAssociate%20Professor%20of%20Integrated%20Marketing%20Communications"	"01/21/2025"	"School of Journalism and New Media?"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"375"	"The Indiana University Kelley School of Business (IUPUI)"	NA	"11/15/2024"	"https://www.higheredjobs.com/details.cfm?JobCode=178980034&Title=Faculty%20Position%20in%20Marketing"	""	"a tenured Associate or Full Professor or advanced Assistant Professor level "	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"376"	"University of North Dakota"	NA	"11/15/2024"	"https://careers.und.edu/jobs/assistant-professor-of-marketing-tenure-track-grand-forks-north-dakota-united-states-0e5275c5-e55a-49c7-a844-216b9443b006"	"12/31/2024"	"Hiring for Advanced Assistant level position"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.und.edu"
"377"	"Creighton University"	NA	"11/17/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178983553&Title=Assistant%20Professor%20of%20Digital%20Marketing%20%2F%20Marketing%20Analytics"	""	"Position Deleted on 11/18/2024. in digital marketing and marketing analysis; Ph.D. in Marketing, taught at least 1 college level course, published at least one peer-reviewed publication or research paper, and 2 years work experience in marketing or related is required. "	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"378"	"Saint Mary's College of California"	NA	"11/18/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178985040&Title=Assistant%20Professor%20of%20Marketing%20(Tenure%20Track)"	"12/15/2024"	"$100,000 to $140,000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"379"	"University of Wisconsin-Stout"	NA	"11/19/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178985254&Title=Assistant%20Professor%20of%20Marketing"	"01/20/2025"	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"380"	"University of Northern Iowa"	NA	"11/19/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178985630&Title=Assistant%20Professor%20of%20Marketing"	"02/16/2025"	"interested in candidates who have research and teaching interests in the use of AI to help solve marketing problems"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"381"	"Cal State San Marcos"	NA	"11/19/2024"	"https://jobs.chronicle.com/job/37754956/assistant-professor-of-marketing/"	"12/19/2024"	"Preference will be given to applicants with business and / or teaching experience in sales and/or marketing strategy, the ability to deliver applied learning experiences, and the competence to teach current technologies for developing and implementing sales."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"382"	"Texas Woman's University"	NA	"11/20/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178986758&Title=Assistant%20Professor%20of%20Marketing-%20MAK%20College%20of%20Business%20and%20Entrepreneurship%20-%2011185"	""	"Almost all of the faculty received a degree in Texas lol"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"384"	"West Carolina University"	NA	"11/20/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178987431&Title=Assistant%20Professor%20-%20Marketing%20-%20001552"	""	"Review of applications will begin immediately and will continue until a candidate has been selected for hire. The normal teaching load is nine credit hours (three courses) per semester. < is this the same as 271? < yes (link goes to my previous application)"	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"385"	"SUNY Oswego"	NA	"11/20/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178988279&Title=Assistant%20Professor-%20Marketing"	""	"Review of applications will begin immediately and will continue until the position is filled. Teach undergraduate and graduate courses in marketing areas that may include Marketing Principles, Marketing Management, Digital marketing, Advertising, Sales, and Marketing Analytics. Responsibilities also include curriculum development, teaching across in-person, hybrid, and online formats, student advising, research and university service. Additional duties involve student engagement, advising student clubs, as well as organizing and/or supporting co-curricular events."	"01/14/2025"	"email"	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"387"	"University of Guelph"	NA	"11/25/2024"	"https://careers.uoguelph.ca/job/Guelph-Assistant-or-Associate-Professor-in-Marketing-ON-N1G-2W1/729164947/"	"01/06/2025"	"preference will be given to applicants whose research and teaching interests align with the following areas: business analytics and strategy. (AP Salary is ~140-150k CAD)"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.uoguelph.ca"
"388"	"Virginia Wesleyan University"	NA	"11/21/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178988672&Title=Assistant%20Professor%20of%20Management%2C%20Business%2C%20and%20Economics"	"01/13/2025"	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"389"	"Albany State University"	NA	"11/25/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178990986&Title=Assistant%20Professor%20of%20Marketing"	""	"75000-85000"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"390"	"Arkansas State University"	NA	"11/26/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178992014&Title=Assistant%20Professor%20of%20Marketing"	"12/25/2024"	"   "	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"391"	"Ohio University"	NA	"11/26/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178992425&Title=Assistant%2FAssociate%20Professor%20of%20Marketing%20(Tenure%20Track)"	"01/12/2025"	"tenure-track Assistant/Associate Professor of Marketing with a research emphasis/interest in sales technology and artificial intelligence. This position is not open to consumer behavior focused faculty or modelers; candidates must research in the area of sales strategy"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"392"	"Texas State University"	NA	"11/27/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178993686&Title=Assistant%20Professor%20-%20Digital%20Marketing%20and%20Marketing%20Analytics"	"01/15/2025"	"preference given to teaching Digital Marketing and/or Marketing Analytics. Position deleted"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"393"	"University of South Florida"	NA	"11/29/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178994225&Title=Assistant%20Professor"	"01/31/2025"	"Advanced Assistant Search (1-5 yr experience)"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"394"	"MacEwan University"	NA	"11/25/2024"	"https://jobs.chronicle.com/job/37757474/assistant-professor/"	"12/15/2024"	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"395"	"Suffolk University"	NA	"12/03/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=178996845&Title=Assistant%20Professor%2CTenure%20Track-%20Sawyer%20Business%20School"	""	"research interest in the AI-marketing strategies or consumer wellbeing areas."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"396"	"Texas State University"	NA	"12/10/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=179001466&Title=Assistant%20Professor-%20Consumer%20Behavior"	"01/15/2025"	"Different than 392--focused on CB"	""	""	""	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"397"	"Georgian Court University"	NA	"12/06/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=178999138&Title=Assistant%20Professor%20of%20Marketing"	""	"Teaching load 24 credits each year"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"398"	"Franklin Pierce University"	NA	"12/08/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179001961&Title=Assistant%20Professor%20of%20Marketing"	""	"Reposted by school"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"400"	"Saint Peter's New Jersey"	NA	"12/12/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179004819&Title=Assistant%20Professor%20of%20International%20Marketing%2C%20Marketing"	""	"$63,0000 - $70,000"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"401"	"Wartburg College"	NA	"12/12/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179004694&Title=Assistant%20Professor%20of%20Business%20Administration%20%E2%80%93%20Management%2FMarketing%20Emphasis"	"01/15/2025"	"Teach seven undergraduate courses across the fall, winter, and four-week May term across the business administration department curriculum"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"402"	"University of Miami"	NA	"12/12/2024"	"https://jobs.chronicle.com/job/37764653/assistant-professor-faculty/"	""	"Different from previous post - looking for AP"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"403"	"Gannon University"	NA	"12/12/2024"	" "	""	"Reposted by school"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
"404"	"Oklahoma State University"	NA	"12/12/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=179000641&Title=Assistant%20Professor"	""	"Not sure if this is the same as 85 > this is the same. I interviewed with them in Sept and can't submit it again."	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"405"	"Landmark College"	NA	"12/12/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179005339&Title=Assistant%20Professor%20of%20Business"	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"406"	"University of Alabama *New Posting*"	NA	"12/14/2024"	"https://careers.ua.edu/jobs/assistant-professor-of-marketing-525451-tuscaloosa-alabama-united-states"	"01/15/2025"	"People who applied previously can reapply"	"01/15/2025"	"Email"	"3"	"CB (1) Strat (2)"	""	""	""	""	"  "	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://careers.ua.edu"
"407"	"University of Texas Rio Grande Valley"	NA	"12/14/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179006799&Title=Assistant%2FAssociate%20Professor%20in%20the%20Robert%20C.%20Vackar%20College%20of%20Business%20%26amp%3B%20Entrepreneurship%2FDepartment%20of%20Marketing"	"01/15/2025"	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"408"	"Taylor University"	NA	"12/17/2024"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179009467&Title=Tenure%20Track%20in%20Marketing"	""	"Candidates must also have a personal, vibrant faith and Christian walk, and be strongly committed to the educational mission and evangelical Christian orientation of the University."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"409"	"University of Virginia: College at Wise"	NA	"12/22/2024"	"https://apply.interfolio.com/161143"	"01/27/2025"	"a tenure-track faculty position in Data Analytics with secondary areas of specialization such as Information Technology, Accounting, Information Systems, Marketing, Finance."	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://apply.interfolio.com"
"410"	"University of South Carolina"	NA	"12/23/2024"	"https://uscjobs.sc.edu/postings/181308"	""	"research interest in consumer behavior"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://uscjobs.sc.edu"
"415"	"Cornell University"	NA	"12/23/2024"	"https://academicjobsonline.org/ajo/jobs/29467"	"01/30/2025"	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://academicjobsonline.org"
"416"	"Defiance College"	NA	"12/29/2024"	"https://www.higheredjobs.com/faculty/details.cfm?JobCode=179012989&Title=Assistant%20Professor%20of%20Marketing"	""	"Responsibilities include a 12-credit per semester teaching load that focuses on a variety of courses from introductory to advanced levels"	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"419"	"University of Tennessee-Knoxville"	NA	"01/06/2025"	"https://apply.interfolio.com/161386"	"02/07/2025"	"Open-rank, two (2) positions. Strong preference will be given to applicants whose research focuses on marketing management and strategy problems within any sub-domain or specialization area in the field (e.g., professional selling, services marketing, retailing management, artificial intelligence, etc.)"	""	""	""	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://apply.interfolio.com"
"420"	"Ohio Dominican University"	NA	"01/06/2025"	"https://ohiodominican.applicantpro.com/jobs/3606252"	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://ohiodominican.applicantpro.com"
"422"	"University of Tampa"	NA	"01/09/2025"	"https://utampa.wd1.myworkdayjobs.com/en-US/Faculty/job/Assistant-Associate-Professor--Marketing_R0009012-1"	""	"Different from 317, just posted on their website yesterday. Potentially new search round? - 2 positions, first one is for sales management< this exactly the same job ad as 317"	""	""	""	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://utampa.wd1.myworkdayjobs.com"
"423"	"Howard University"	NA	"01/09/2025"	"https://howard.wd1.myworkdayjobs.com/en-US/HU/job/Assistant-Professor_JR106167-1"	"01/22/2025"	"Two (2) positions."	""	""	""	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://howard.wd1.myworkdayjobs.com"
"424"	"Arizona State University - Thunderbird School of Global Management"	NA	"01/09/2025"	"https://apply.interfolio.com/160872"	"01/31/2025"	"Open- Rank, Assistant, Associate, Full Ranks. A tenure track/tenured faculty position in Global Marketing Strategy, with a focus on teaching and research in the areas of global distribution and channel management and/or global marketing communications management across the global private, public, and/or nonprofit sectors. "	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://apply.interfolio.com"
"425"	"Grand Valley State University"	NA	"01/10/2025"	"https://jobs.chronicle.com/job/37776426/assistant-or-associate-professor-in-marketing-seidman-college-of-business/"	"01/27/2025"	"Preference will be given to applicants interested in teaching sales in both the undergraduate and graduate programs"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"426"	"Linfield University"	NA	"01/10/2025"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179023603&Title=Assistant%20Professor%20of%20Marketing"	"01/22/2025"	"Annual Salary: $105,468"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"427"	"Siena College"	NA	"01/09/2025"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179022815&Title=Tenure-Track%20Assistant%20Professor%20in%20Marketing"	""	"Annual Salary: $110,350"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"429"	"St. Francis Xavier University"	NA	"01/13/2025"	"https://recruiting.ultipro.ca/GOV5000GOVE/JobBoard/b0aac1dd-538d-4eb2-91aa-e8ce062974c9/OpportunityDetail?opportunityId=eb5ea632-2684-4576-9560-67bf3672a7d1"	""	"in Digital Marketing or Technology Management"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://recruiting.ultipro.ca"
"430"	"Houston Christian University"	NA	"01/13/2025"	"https://hcu.hrmdirect.com/employment/job-opening.php?req=2957436&req_loc=5945&&&jbsrc=1014"	""	"The teaching load for the DCOB is seven (7) courses per academic year (Fall & Spring)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://hcu.hrmdirect.com"
"433"	"Arizona State University"	NA	"01/17/2025"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179029230&Title=Open-Rank%2C%20Assistant%2C%20Associate%2C%20Full%20Ranks-Global%20Marketing"	"01/31/2025"	"Global marketing < This is the same one as 424"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"435"	"New Jersey City University"	NA	"01/17/2025"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179030273&Title=Tenure%20Track%20Assistant%20Professor%2010%20month%20Faculty%20Line"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
"436"	"Los Rios Community College"	NA	"01/17/2025"	"https://jobs.chronicle.com/job/37779658/marketing-assistant-professor/"	""	"Unsure if tenure track"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://jobs.chronicle.com"
"437"	"Tusculum University"	NA	"01/17/2025"	"https://www.higheredjobs.com/search/details.cfm?JobCode=179030970&Title=Assistant%2FAssoc.%20Professor%20of%20Marketing"	"02/10/2025"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://www.higheredjobs.com"
